URL,Category,Primary Keyword / Title,FAQ Count,Section Count,Est. Word Count,Has Arabic Version,Source File
"/routes/hail-to-riyadh","Route Pages (Intercity)","Hail to Riyadh Taxi | Private Long-Distance Transfer (~6h 30m)","12","11","1048","Yes","data/routes.ts"
"/routes/riyadh-to-madinah","Route Pages (Intercity)","Riyadh to Madinah Taxi | Private Transfer (~8h 30m)","12","11","1242","Yes","data/routes.ts"
"/routes/madinah-to-riyadh","Route Pages (Intercity)","Madinah to Riyadh Taxi | Private Transfer (~8h 30m)","12","11","1048","Yes","data/routes.ts"
"/routes/riyadh-to-taif","Route Pages (Intercity)","Riyadh to Taif Taxi | Private Transfer to the Mountains (~7h 30m)","12","11","1200","Yes","data/routes.ts"
"/routes/taif-to-riyadh","Route Pages (Intercity)","Taif to Riyadh Taxi | Private Transfer from the Mountains (~7h 30m)","12","11","1023","Yes","data/routes.ts"
"/routes/riyadh-to-abha","Route Pages (Intercity)","Riyadh to Abha Taxi | Private Transfer to the Asir Mountains (~8h 45m)","12","11","1196","Yes","data/routes.ts"
"/routes/abha-to-riyadh","Route Pages (Intercity)","Abha to Riyadh Taxi | Private Transfer from the Mountains (~8h 45m)","12","11","987","Yes","data/routes.ts"
"/routes/riyadh-to-tabuk","Route Pages (Intercity)","Riyadh to Tabuk Taxi | Private Long-Distance Transfer (~10h 30m)","12","11","1153","Yes","data/routes.ts"
"/routes/tabuk-to-riyadh","Route Pages (Intercity)","Tabuk to Riyadh Taxi | Private Long-Distance Transfer (~10h 30m)","12","11","1014","Yes","data/routes.ts"
"/routes/riyadh-to-yanbu","Route Pages (Intercity)","Riyadh to Yanbu Taxi | Private Transfer to the Red Sea Coast (~9h 30m)","12","11","1122","Yes","data/routes.ts"
"/routes/yanbu-to-riyadh","Route Pages (Intercity)","Yanbu to Riyadh Taxi | Private Transfer from the Red Sea Coast (~9h 30m)","12","11","990","Yes","data/routes.ts"
"/routes/riyadh-to-neom","Route Pages (Intercity)","Riyadh to NEOM Taxi | Private Long-Distance Transfer (~11h 30m)","12","11","1229","Yes","data/routes.ts"
"/routes/neom-to-riyadh","Route Pages (Intercity)","NEOM to Riyadh Taxi | Private Long-Distance Transfer (~11h 30m)","12","10","984","Yes","data/routes.ts"
"/routes/dammam-to-khobar","Route Pages (Intercity)","Dammam to Al Khobar Taxi | Private Transfer","4","0","296","No","data/dammam-routes.ts"
"/routes/khobar-to-dammam","Route Pages (Intercity)","Al Khobar to Dammam Taxi | Private Transfer","4","0","250","No","data/dammam-routes.ts"
"/routes/dammam-to-dhahran","Route Pages (Intercity)","Dammam to Dhahran Taxi | Private Transfer","4","0","286","No","data/dammam-routes.ts"
"/routes/dhahran-to-dammam","Route Pages (Intercity)","Dhahran to Dammam Taxi | Private Transfer","4","0","218","No","data/dammam-routes.ts"
"/routes/dammam-to-jubail","Route Pages (Intercity)","Dammam to Jubail Taxi | Private Transfer","4","0","272","No","data/dammam-routes.ts"
"/routes/jubail-to-dammam","Route Pages (Intercity)","Jubail to Dammam Taxi | Private Transfer","4","0","244","No","data/dammam-routes.ts"
"/routes/dammam-to-ras-tanura","Route Pages (Intercity)","Dammam to Ras Tanura Taxi | Private Transfer","4","0","256","No","data/dammam-routes.ts"
"/routes/ras-tanura-to-dammam","Route Pages (Intercity)","Ras Tanura to Dammam Taxi | Private Transfer","4","0","223","No","data/dammam-routes.ts"
"/routes/dammam-to-qatif","Route Pages (Intercity)","Dammam to Qatif Taxi | Private Transfer","4","0","226","No","data/dammam-routes.ts"
"/routes/qatif-to-dammam","Route Pages (Intercity)","Qatif to Dammam Taxi | Private Transfer","4","0","204","No","data/dammam-routes.ts"
"/routes/dammam-to-saihat","Route Pages (Intercity)","Dammam to Saihat Taxi | Private Transfer","4","0","211","No","data/dammam-routes.ts"
"/routes/saihat-to-dammam","Route Pages (Intercity)","Saihat to Dammam Taxi | Private Transfer","4","0","193","No","data/dammam-routes.ts"
"/routes/dammam-to-al-khafji","Route Pages (Intercity)","Dammam to Al Khafji Taxi | Private Transfer","4","0","271","No","data/dammam-routes.ts"
"/routes/al-khafji-to-dammam","Route Pages (Intercity)","Al Khafji to Dammam Taxi | Private Transfer","4","0","221","No","data/dammam-routes.ts"
"/routes/dammam-to-hofuf","Route Pages (Intercity)","Dammam to Hofuf Taxi | Al-Ahsa Oasis Transfer","4","0","250","No","data/dammam-routes.ts"
"/routes/hofuf-to-dammam","Route Pages (Intercity)","Hofuf to Dammam Taxi | Private Transfer","4","0","214","No","data/dammam-routes.ts"
"/routes/dammam-to-abqaiq","Route Pages (Intercity)","Dammam to Abqaiq Taxi | Private Transfer","4","0","238","No","data/dammam-routes.ts"
"/routes/abqaiq-to-dammam","Route Pages (Intercity)","Abqaiq to Dammam Taxi | Private Transfer","4","0","207","No","data/dammam-routes.ts"
"/routes/makkah-to-riyadh","Route Pages (Intercity)","Makkah to Riyadh Taxi | Private Long-Distance Transfer","6","6","990","No","data/makkah-routes.ts"
"/routes/riyadh-to-makkah","Route Pages (Intercity)","Riyadh to Makkah Taxi | Private Umrah Transfer","6","6","882","No","data/makkah-routes.ts"
"/routes/makkah-to-kaec","Route Pages (Intercity)","Makkah to KAEC Taxi | King Abdullah Economic City Transfer","6","6","786","No","data/makkah-routes.ts"
"/routes/makkah-to-yanbu","Route Pages (Intercity)","Makkah to Yanbu Taxi | Private Red Sea Coast Transfer","6","6","774","No","data/makkah-routes.ts"
"/routes/makkah-to-alula","Route Pages (Intercity)","Makkah to AlUla Taxi | Private Heritage Transfer","6","6","821","No","data/makkah-routes.ts"
"/routes/makkah-to-dammam","Route Pages (Intercity)","Makkah to Dammam Taxi | Coast-to-Coast Private Transfer","6","6","845","No","data/makkah-routes.ts"
"/routes/makkah-to-abha","Route Pages (Intercity)","Makkah to Abha Taxi | Private Asir Highlands Transfer","6","6","779","No","data/makkah-routes.ts"
"/border-transfers/bahrain-causeway","Border Crossing Pages","Bahrain Causeway Taxi | Saudi to Bahrain Transfers","0","0","135","No","data/borders.ts"
"/border-transfers/qatar-border","Border Crossing Pages","Qatar Border Taxi | Saudi to Salwa Crossing Transfers","0","0","123","No","data/borders.ts"
"/border-transfers/uae-border","Border Crossing Pages","UAE Border Taxi | Saudi to Al Batha Crossing Transfers","0","0","127","No","data/borders.ts"
"/border-transfers/kuwait-border","Border Crossing Pages","Kuwait Border Taxi | Saudi to Al Khafji Crossing Transfers","0","0","130","No","data/borders.ts"
"/border-transfers/jordan-border","Border Crossing Pages","Jordan Border Taxi | Saudi to Al Haditha Crossing Transfers","0","0","134","No","data/borders.ts"
"/airport-transfer/riyadh-airport","Airport Pages","Riyadh Airport Taxi | King Khalid (RUH) Transfers","0","0","140","Yes","data/airports.ts"
"/airport-transfer/jeddah-airport","Airport Pages","Jeddah Airport Taxi | King Abdulaziz (JED) to Makkah","0","0","132","Yes","data/airports.ts"
"/airport-transfer/madinah-airport","Airport Pages","Madinah Airport Taxi | Prince Mohammad (MED) Transfers","0","0","127","No","data/airports.ts"
"/airport-transfer/dammam-airport","Airport Pages","Dammam Airport Taxi | King Fahd (DMM) Transfers","0","0","122","No","data/airports.ts"
"/airport-transfer/taif-airport","Airport Pages","Taif Airport Taxi | Taif Regional (TIF) Transfers","0","0","107","No","data/airports.ts"
"/airport-transfer/abha-airport","Airport Pages","Abha Airport Taxi | Abha International (AHB) Transfers","0","0","110","No","data/airports.ts"
"/airport-transfer/tabuk-airport","Airport Pages","Tabuk Airport Taxi | Tabuk Regional (TUU) Transfers","0","0","104","No","data/airports.ts"
"/airport-transfer/yanbu-airport","Airport Pages","Yanbu Airport Taxi | Yanbu (YNB) Transfers","0","0","98","No","data/airports.ts"
"/airport-transfer/alula-airport","Airport Pages","AlUla Airport Taxi | AlUla (ULH) Transfers","0","0","114","No","data/airports.ts"
"/airport-transfer/jazan-airport","Airport Pages","Jazan Airport Taxi | Jazan (GIZ) Transfers","0","0","100","No","data/airports.ts"
"/airport-transfer/hail-airport","Airport Pages","Hail Airport Taxi | Hail Regional (HAS) Transfers","0","0","97","No","data/airports.ts"
"/taxi-service/riyadh","City Pages (Taxi Service Hub)","Riyadh Taxi Service | Airport & City Transfers","0","0","183","No","data/cities.ts"
"/cities/riyadh","City Pages (Airport & Hotels Hub)","Riyadh Taxi Service | Airport & City Transfers","0","0","183","No","data/cities.ts"
"/taxi-service/jeddah","City Pages (Taxi Service Hub)","Jeddah Taxi Service | Airport to Makkah Transfers","0","0","161","Yes","data/cities.ts"
"/cities/jeddah","City Pages (Airport & Hotels Hub)","Jeddah Taxi Service | Airport to Makkah Transfers","0","0","161","No","data/cities.ts"
"/taxi-service/makkah","City Pages (Taxi Service Hub)","Makkah Taxi Service | Umrah & Ziyarat Transfers","0","0","155","No","data/cities.ts"
"/cities/makkah","City Pages (Airport & Hotels Hub)","Makkah Taxi Service | Umrah & Ziyarat Transfers","0","0","155","No","data/cities.ts"
"/taxi-service/madinah","City Pages (Taxi Service Hub)","Madinah Taxi Service | Airport, Hotel & Ziyarat Transfers","0","0","149","No","data/cities.ts"
"/cities/madinah","City Pages (Airport & Hotels Hub)","Madinah Taxi Service | Airport, Hotel & Ziyarat Transfers","0","0","149","No","data/cities.ts"
"/taxi-service/dammam","City Pages (Taxi Service Hub)","Dammam","0","0","114","No","data/cities.ts"
"/cities/dammam","City Pages (Airport & Hotels Hub)","Dammam","0","0","114","No","data/cities.ts"
"/taxi-service/khobar","City Pages (Taxi Service Hub)","Khobar","0","0","108","No","data/cities.ts"
"/cities/khobar","City Pages (Airport & Hotels Hub)","Khobar","0","0","108","No","data/cities.ts"
"/taxi-service/jubail","City Pages (Taxi Service Hub)","Jubail","0","0","108","No","data/cities.ts"
"/cities/jubail","City Pages (Airport & Hotels Hub)","Jubail","0","0","108","No","data/cities.ts"
"/taxi-service/taif","City Pages (Taxi Service Hub)","Taif","0","0","98","No","data/cities.ts"
"/cities/taif","City Pages (Airport & Hotels Hub)","Taif","0","0","98","No","data/cities.ts"
"/taxi-service/abha","City Pages (Taxi Service Hub)","Abha","0","0","106","No","data/cities.ts"
"/cities/abha","City Pages (Airport & Hotels Hub)","Abha","0","0","106","No","data/cities.ts"
"/taxi-service/tabuk","City Pages (Taxi Service Hub)","Tabuk","0","0","103","No","data/cities.ts"
"/cities/tabuk","City Pages (Airport & Hotels Hub)","Tabuk","0","0","103","No","data/cities.ts"
"/taxi-service/alula","City Pages (Taxi Service Hub)","AlUla","0","0","108","No","data/cities.ts"
"/cities/alula","City Pages (Airport & Hotels Hub)","AlUla","0","0","108","No","data/cities.ts"
"/taxi-service/yanbu","City Pages (Taxi Service Hub)","Yanbu","0","0","100","No","data/cities.ts"
"/cities/yanbu","City Pages (Airport & Hotels Hub)","Yanbu","0","0","100","No","data/cities.ts"
"/taxi-service/hail","City Pages (Taxi Service Hub)","Hail","0","0","94","No","data/cities.ts"
"/cities/hail","City Pages (Airport & Hotels Hub)","Hail","0","0","94","No","data/cities.ts"
"/taxi-service/najran","City Pages (Taxi Service Hub)","Najran","0","0","93","No","data/cities.ts"
"/cities/najran","City Pages (Airport & Hotels Hub)","Najran","0","0","93","No","data/cities.ts"
"/taxi-service/jazan","City Pages (Taxi Service Hub)","Jazan","0","0","104","No","data/cities.ts"
"/cities/jazan","City Pages (Airport & Hotels Hub)","Jazan","0","0","104","No","data/cities.ts"
"/taxi-service/buraidah","City Pages (Taxi Service Hub)","Buraidah","0","0","108","No","data/cities.ts"
"/cities/buraidah","City Pages (Airport & Hotels Hub)","Buraidah","0","0","108","No","data/cities.ts"
"/taxi-service/hofuf","City Pages (Taxi Service Hub)","Hofuf","0","0","101","No","data/cities.ts"
"/cities/hofuf","City Pages (Airport & Hotels Hub)","Hofuf","0","0","101","No","data/cities.ts"
"/taxi-service/al-ahsa","City Pages (Taxi Service Hub)","Al Ahsa","0","0","107","No","data/cities.ts"
"/cities/al-ahsa","City Pages (Airport & Hotels Hub)","Al Ahsa","0","0","107","No","data/cities.ts"
"/taxi-service/khamis-mushait","City Pages (Taxi Service Hub)","Khamis Mushait","0","0","103","No","data/cities.ts"
"/cities/khamis-mushait","City Pages (Airport & Hotels Hub)","Khamis Mushait","0","0","103","No","data/cities.ts"
"/jeddah/jeddah-airport-to-al-balad","Destination/Landmark Pages","Jeddah Airport to Al-Balad Taxi | Private Transfer","6","7","1531","No","data/jeddah/attractions.ts"
"/jeddah/al-balad-to-jeddah-airport","Destination/Landmark Pages","Al-Balad to Jeddah Airport Taxi | Private Transfer","6","7","1477","No","data/jeddah/attractions.ts"
"/jeddah/hotels-to-al-balad","Destination/Landmark Pages","Jeddah Hotels to Al-Balad Taxi | Old Town Transfer","6","7","1447","No","data/jeddah/attractions.ts"
"/jeddah/jeddah-airport-to-jeddah-corniche","Destination/Landmark Pages","Jeddah Airport to Corniche Transfer | Fixed Price","6","7","1512","No","data/jeddah/attractions.ts"
"/jeddah/hotels-to-jeddah-corniche","Destination/Landmark Pages","Hotel to Jeddah Corniche Transfer | Fixed Price Car","6","7","1373","No","data/jeddah/attractions.ts"
"/jeddah/jeddah-airport-to-king-fahd-fountain","Destination/Landmark Pages","Jeddah Airport to King Fahd Fountain Transfer","6","7","1489","No","data/jeddah/attractions.ts"
"/jeddah/hotels-to-king-fahd-fountain","Destination/Landmark Pages","Jeddah Hotels to King Fahd Fountain Transfer","6","7","1432","No","data/jeddah/attractions.ts"
"/jeddah/jeddah-airport-to-red-sea-mall","Destination/Landmark Pages","Jeddah Airport to Red Sea Mall Transfer | Fixed Price","6","8","1543","No","data/jeddah/attractions.ts"
"/jeddah/hotels-to-red-sea-mall","Destination/Landmark Pages","Hotels to Red Sea Mall Jeddah | Private Car Transfer","6","8","1395","No","data/jeddah/attractions.ts"
"/jeddah/jeddah-airport-to-mall-of-arabia","Destination/Landmark Pages","Jeddah Airport to Mall of Arabia Transfer | Fixed Fare","6","8","1420","No","data/jeddah/attractions.ts"
"/jeddah/hotels-to-mall-of-arabia","Destination/Landmark Pages","Jeddah Hotels to Mall of Arabia | Private Transfer","6","8","1321","No","data/jeddah/attractions.ts"
"/jeddah/jeddah-airport-to-jeddah-park","Destination/Landmark Pages","Jeddah Airport to Jeddah Park Transfer | Fixed Price","6","8","1680","No","data/jeddah/attractions.ts"
"/jeddah/hotels-to-jeddah-park","Destination/Landmark Pages","Jeddah Hotels to Jeddah Park Transfer | Fixed Fare Car","6","8","1588","No","data/jeddah/attractions.ts"
"/jeddah/private-chauffeur-service-jeddah","Service Pages (City-Specific)","Private Chauffeur Service in Jeddah | Fixed Prices","6","8","1489","No","data/jeddah/services.ts"
"/jeddah/hourly-chauffeur-jeddah","Service Pages (City-Specific)","Hourly Chauffeur Hire in Jeddah | Fixed Hourly Rates","6","8","1351","No","data/jeddah/services.ts"
"/jeddah/executive-car-service-jeddah","Service Pages (City-Specific)","Executive Car Service in Jeddah | VIP Chauffeur","6","8","1392","No","data/jeddah/services.ts"
"/jeddah/business-transfers-jeddah","Service Pages (City-Specific)","Business Transfers in Jeddah | Corporate Transport","6","8","1370","No","data/jeddah/services.ts"
"/jeddah/jeddah-city-tour","Service Pages (City-Specific)","Jeddah City Tour by Private Car | Fixed-Price Tours","6","7","1548","No","data/jeddah/services.ts"
"/jeddah/half-day-jeddah-tour","Service Pages (City-Specific)","Half-Day Jeddah Tour | Private 4-Hour Car Tour","6","7","1504","No","data/jeddah/services.ts"
"/jeddah/full-day-jeddah-tour","Service Pages (City-Specific)","Full-Day Jeddah Tour | Private 8-Hour Car Tour","6","7","1537","No","data/jeddah/services.ts"
"/jeddah/jeddah-airport-to-jeddah-islamic-port","Port/Railway Pages","Jeddah Airport to Jeddah Islamic Port | Private Taxi","6","7","1611","No","data/jeddah/port-railway.ts"
"/jeddah/jeddah-islamic-port-to-jeddah-airport","Port/Railway Pages","Jeddah Islamic Port to Jeddah Airport | Private Taxi","6","7","1439","No","data/jeddah/port-railway.ts"
"/jeddah/hotels-to-jeddah-islamic-port","Port/Railway Pages","Jeddah Hotels to Jeddah Islamic Port | Cruise Taxi","6","7","1401","No","data/jeddah/port-railway.ts"
"/jeddah/jeddah-islamic-port-to-hotels","Port/Railway Pages","Jeddah Islamic Port to Jeddah Hotels | Cruise Taxi","6","7","1382","No","data/jeddah/port-railway.ts"
"/jeddah/jeddah-airport-to-jeddah-sulaymaniyah-railway-station","Port/Railway Pages","Jeddah Airport to Sulaymaniyah Railway Station Taxi","6","7","1380","No","data/jeddah/port-railway.ts"
"/jeddah/jeddah-sulaymaniyah-railway-station-to-jeddah-airport","Port/Railway Pages","Sulaymaniyah Railway Station to Jeddah Airport Taxi","6","7","1268","No","data/jeddah/port-railway.ts"
"/jeddah/hotels-to-jeddah-sulaymaniyah-railway-station","Port/Railway Pages","Jeddah Hotels to Sulaymaniyah Railway Station | Taxi","6","7","1226","No","data/jeddah/port-railway.ts"
"/jeddah/jeddah-sulaymaniyah-railway-station-to-hotels","Port/Railway Pages","Sulaymaniyah Railway Station to Jeddah Hotels | Taxi","6","7","1157","No","data/jeddah/port-railway.ts"
"/makkah/jeddah-airport-to-makkah-umrah","Service Pages (City-Specific)","Jeddah Airport to Makkah Umrah Transfer | Private Taxi","6","8","1471","No","data/makkah/services.ts"
"/makkah/makkah-hotel-to-haram-transfer","Service Pages (City-Specific)","Makkah Hotel to Haram Transfer | Private Car Service","6","7","1166","No","data/makkah/services.ts"
"/makkah/makkah-ziyarat-tour","Ziyarat/Destination Pages","Makkah Ziyarat Tour | Full-Circuit Private Taxi","16","8","2338","Yes","data/makkah/attractions.ts"
"/makkah/makkah-to-cave-of-hira","Ziyarat/Destination Pages","Cave of Hira & Jabal al-Noor Tour | Private Taxi Makkah","18","9","3115","Yes","data/makkah/attractions.ts"
"/makkah/makkah-to-jabal-thawr","Ziyarat/Destination Pages","Jabal Thawr Transfer | Cave of Thawr Private Taxi","15","10","1974","Yes","data/makkah/attractions.ts"
"/makkah/makkah-historical-sites-tour","Ziyarat/Destination Pages","Makkah Historical Sites Tour | Private Heritage Car Tour","6","7","991","No","data/makkah/attractions.ts"
"/makkah/makkah-to-mina","Ziyarat/Destination Pages","Makkah to Mina Transfer | Private Taxi Tour","14","9","1623","Yes","data/makkah/attractions.ts"
"/makkah/makkah-to-muzdalifah","Ziyarat/Destination Pages","Makkah to Muzdalifah Transfer | Private Taxi Tour","13","9","1512","Yes","data/makkah/attractions.ts"
"/makkah/makkah-to-arafat","Ziyarat/Destination Pages","Arafat & Jabal al-Rahmah Transfer | Private Taxi","16","9","1963","Yes","data/makkah/attractions.ts"
"/madinah/madinah-to-quba-mosque","Ziyarat/Destination Pages","Quba Mosque Transfer | Private Taxi Tour Madinah","17","9","2462","Yes","data/madinah/attractions.ts"
"/madinah/madinah-to-mount-uhud","Ziyarat/Destination Pages","Mount Uhud Transfer | Private Taxi Tour Madinah","16","9","1916","Yes","data/madinah/attractions.ts"
"/madinah/madinah-to-qiblatain-mosque","Ziyarat/Destination Pages","Masjid al-Qiblatain Transfer | Private Taxi Madinah","14","9","1572","Yes","data/madinah/attractions.ts"
"/madinah/madinah-to-seven-mosques","Ziyarat/Destination Pages","Seven Mosques Madinah Transfer | Private Taxi Tour","14","9","1600","Yes","data/madinah/attractions.ts"
"/dammam/dammam-airport-to-dammam-city","Destination/Landmark Pages","King Fahd Airport to Dammam City Taxi | Private Transfer","6","5","1041","No","data/dammam/attractions.ts"
"/dammam/dammam-city-to-dammam-airport","Destination/Landmark Pages","Dammam City to King Fahd Airport Taxi | Private Transfer","6","5","911","No","data/dammam/attractions.ts"
"/dammam/dammam-airport-to-dammam-corniche","Destination/Landmark Pages","King Fahd Airport to Dammam Corniche Taxi | Transfer","6","5","882","No","data/dammam/attractions.ts"
"/dammam/dammam-corniche-to-dammam-airport","Destination/Landmark Pages","Dammam Corniche to King Fahd Airport Taxi | Transfer","6","5","814","No","data/dammam/attractions.ts"
"/dammam/dammam-airport-to-business-district","Destination/Landmark Pages","King Fahd Airport to Dammam Business District Taxi","6","5","885","No","data/dammam/attractions.ts"
"/dammam/business-district-to-dammam-airport","Destination/Landmark Pages","Dammam Business District to King Fahd Airport Taxi","6","5","784","No","data/dammam/attractions.ts"
"/dammam/dammam-airport-to-hotels","Destination/Landmark Pages","King Fahd Airport to Dammam Hotels | Private Taxi","6","5","892","No","data/dammam/attractions.ts"
"/dammam/hotels-to-dammam-airport","Destination/Landmark Pages","Dammam Hotels to King Fahd Airport | Private Taxi","6","5","825","No","data/dammam/attractions.ts"
"/dammam/dammam-airport-to-king-abdulaziz-port","Port/Railway Pages","King Fahd Airport to King Abdulaziz Port | Taxi","6","5","941","No","data/dammam/port.ts"
"/dammam/king-abdulaziz-port-to-dammam-airport","Port/Railway Pages","King Abdulaziz Port to King Fahd Airport | Taxi","6","5","855","No","data/dammam/port.ts"
"/dammam/dammam-hotels-to-king-abdulaziz-port","Port/Railway Pages","Dammam Hotels to King Abdulaziz Port | Cruise Taxi","6","5","875","No","data/dammam/port.ts"
"/dammam/king-abdulaziz-port-to-dammam-hotels","Port/Railway Pages","King Abdulaziz Port to Dammam Hotels | Cruise Taxi","6","5","833","No","data/dammam/port.ts"
"/dammam/dammam-city-to-king-abdulaziz-port","Port/Railway Pages","Dammam City to King Abdulaziz Port | Private Taxi","6","5","715","No","data/dammam/port.ts"
"/dammam/king-abdulaziz-port-to-dammam-city","Port/Railway Pages","King Abdulaziz Port to Dammam City | Private Taxi","6","5","703","No","data/dammam/port.ts"
"/airport-transfers","Service Pages (Main Hub)","Saudi Arabia Airport Transfer | Private Taxi Booking","3","0","291","Yes","data/services.ts"
"/city-transfers","Service Pages (Main Hub)","City Taxi Service Saudi Arabia | Private City Transfers","2","0","226","Yes","data/services.ts"
"/intercity-transfers","Service Pages (Main Hub)","Intercity Taxi Saudi Arabia | Long-Distance Transfers","2","0","224","Yes","data/services.ts"
"/border-transfers","Service Pages (Main Hub)","Saudi Border Taxi Transfers | Bahrain, Qatar, UAE & Kuwait","2","0","232","Yes","data/services.ts"
"/umrah-taxi-service","Service Pages (Main Hub)","Umrah Taxi Saudi Arabia | Makkah & Madinah Transfers","3","0","248","Yes","data/services.ts"
"/hajj-transport-service","Service Pages (Main Hub)","Hajj Transport Saudi Arabia | Group Pilgrim Transfers","2","0","219","Yes","data/services.ts"
"/ziyarat-taxi-service","Service Pages (Main Hub)","Ziyarat Taxi Service | Makkah & Madinah Historic Site Tours","2","0","219","Yes","data/services.ts"
"/services/hotel-transfers","Service Pages (Main Hub)","Hotel Transfer Service Saudi Arabia | Private Hotel Taxi","1","0","173","Yes","data/services.ts"
"/blog/ai-travel-planning-vs-local-experts-saudi-arabia","Blog Posts","AI travel planning Saudi Arabia","6","12","2591","Yes","scripts/posts-2026/ai-travel-planning-vs-local-experts.mjs"
"/blog/bahrain-to-saudi-arabia-by-road","Blog Posts","Bahrain to Saudi Arabia by road","5","9","1881","Yes","scripts/posts-2026/bahrain-to-saudi-arabia-by-road.mjs"
"/blog/best-vehicle-for-cross-border-travel","Blog Posts","best vehicle for cross-border travel","6","11","1798","Yes","scripts/posts-2026/best-vehicle-cross-border-travel.mjs"
"/blog/business-travel-bahrain-dammam-guide","Blog Posts","business travel Bahrain Dammam","6","11","2184","Yes","scripts/posts-2026/business-travel-bahrain-dammam.mjs"
